language,split,rendering,family,task,verb,neg,label,sentence_a,sentence_b
ko,test,auxiliary,conditional,roles,0,False,0,만약 큰 초록색 개가 늙은 하얀색 소를 본다는 것과 늙은 하얀색 소가 큰 초록색 개를 뒤따른다는 것이 모두 사실이라면 종이 울린다.,만약 늙은 하얀색 소를 큰 초록색 개가 뒤따른다는 것과 큰 초록색 개를 늙은 하얀색 소가 본다는 것이 모두 사실이라면 종이 울린다.
en,test,primary,assertion,roles,0,False,1,The large green dog sees the old white cow and the old white cow follows the large green dog.,The old white cow is seen by the large green dog and the large green dog is followed by the old white cow.
en,test,auxiliary,conditional,roles,0,False,1,"If the large green dog sees the old white cow and the old white cow follows the large green dog, a bell rings.","If the old white cow is seen by the large green dog and the large green dog is followed by the old white cow, a bell rings."
de,test,primary,assertion,roles,0,False,1,Der große grüne Hund sieht die alte weiße Kuh und die alte weiße Kuh verfolgt den großen grünen Hund.,Die alte weiße Kuh wird von dem großen grünen Hund gesehen und der große grüne Hund wird von der alten weißen Kuh verfolgt.
de,test,auxiliary,conditional,roles,0,False,1,"Wenn der große grüne Hund die alte weiße Kuh sieht und die alte weiße Kuh den großen grünen Hund verfolgt, klingelt eine Glocke.","Wenn die alte weiße Kuh von dem großen grünen Hund gesehen wird und der große grüne Hund von der alten weißen Kuh verfolgt wird, klingelt eine Glocke."
ko,test,primary,assertion,roles,0,False,1,큰 초록색 개가 늙은 하얀색 소를 본다는 것과 늙은 하얀색 소가 큰 초록색 개를 뒤따른다는 것이 모두 사실이다.,늙은 하얀색 소를 큰 초록색 개가 본다는 것과 큰 초록색 개를 늙은 하얀색 소가 뒤따른다는 것이 모두 사실이다.
ko,test,auxiliary,conditional,roles,0,False,1,만약 큰 초록색 개가 늙은 하얀색 소를 본다는 것과 늙은 하얀색 소가 큰 초록색 개를 뒤따른다는 것이 모두 사실이라면 종이 울린다.,만약 늙은 하얀색 소를 큰 초록색 개가 본다는 것과 큰 초록색 개를 늙은 하얀색 소가 뒤따른다는 것이 모두 사실이라면 종이 울린다.
en,test,primary,assertion,roles,1,False,0,The large white duck greets the young blue bear and the young blue bear follows the large white duck.,The young blue bear is followed by the large white duck and the large white duck is greeted by the young blue bear.
en,test,auxiliary,conditional,roles,1,False,0,"If the large white duck greets the young blue bear and the young blue bear follows the large white duck, a bell rings.","If the young blue bear is followed by the large white duck and the large white duck is greeted by the young blue bear, a bell rings."
de,test,primary,assertion,roles,1,False,0,Die große weiße Ente grüßt den jungen blauen Bären und der junge blaue Bär verfolgt die große weiße Ente.,Der junge blaue Bär wird von der großen weißen Ente verfolgt und die große weiße Ente wird von dem jungen blauen Bären gegrüßt.
de,test,auxiliary,conditional,roles,1,False,0,"Wenn die große weiße Ente den jungen blauen Bären grüßt und der junge blaue Bär die große weiße Ente verfolgt, klingelt eine Glocke.","Wenn der junge blaue Bär von der großen weißen Ente verfolgt wird und die große weiße Ente von dem jungen blauen Bären gegrüßt wird, klingelt eine Glocke."
ko,test,primary,assertion,roles,1,False,0,큰 하얀색 오리가 어린 파란색 곰을 반긴다는 것과 어린 파란색 곰이 큰 하얀색 오리를 뒤따른다는 것이 모두 사실이다.,어린 파란색 곰을 큰 하얀색 오리가 뒤따른다는 것과 큰 하얀색 오리를 어린 파란색 곰이 반긴다는 것이 모두 사실이다.
ko,test,auxiliary,conditional,roles,1,False,0,만약 큰 하얀색 오리가 어린 파란색 곰을 반긴다는 것과 어린 파란색 곰이 큰 하얀색 오리를 뒤따른다는 것이 모두 사실이라면 종이 울린다.,만약 어린 파란색 곰을 큰 하얀색 오리가 뒤따른다는 것과 큰 하얀색 오리를 어린 파란색 곰이 반긴다는 것이 모두 사실이라면 종이 울린다.
en,test,primary,assertion,roles,1,False,1,The large white duck greets the young blue bear and the young blue bear follows the large white duck.,The young blue bear is greeted by the large white duck and the large white duck is followed by the young blue bear.
en,test,auxiliary,conditional,roles,1,False,1,"If the large white duck greets the young blue bear and the young blue bear follows the large white duck, a bell rings.","If the young blue bear is greeted by the large white duck and the large white duck is followed by the young blue bear, a bell rings."
de,test,primary,assertion,roles,1,False,1,Die große weiße Ente grüßt den jungen blauen Bären und der junge blaue Bär verfolgt die große weiße Ente.,Der junge blaue Bär wird von der großen weißen Ente gegrüßt und die große weiße Ente wird von dem jungen blauen Bären verfolgt.
de,test,auxiliary,conditional,roles,1,False,1,"Wenn die große weiße Ente den jungen blauen Bären grüßt und der junge blaue Bär die große weiße Ente verfolgt, klingelt eine Glocke.","Wenn der junge blaue Bär von der großen weißen Ente gegrüßt wird und die große weiße Ente von dem jungen blauen Bären verfolgt wird, klingelt eine Glocke."
ko,test,primary,assertion,roles,1,False,1,큰 하얀색 오리가 어린 파란색 곰을 반긴다는 것과 어린 파란색 곰이 큰 하얀색 오리를 뒤따른다는 것이 모두 사실이다.,어린 파란색 곰을 큰 하얀색 오리가 반긴다는 것과 큰 하얀색 오리를 어린 파란색 곰이 뒤따른다는 것이 모두 사실이다.
ko,test,auxiliary,conditional,roles,1,False,1,만약 큰 하얀색 오리가 어린 파란색 곰을 반긴다는 것과 어린 파란색 곰이 큰 하얀색 오리를 뒤따른다는 것이 모두 사실이라면 종이 울린다.,만약 어린 파란색 곰을 큰 하얀색 오리가 반긴다는 것과 큰 하얀색 오리를 어린 파란색 곰이 뒤따른다는 것이 모두 사실이라면 종이 울린다.
en,test,primary,assertion,negation,1,True,0,The small yellow lion does not greet the young black bear and the young black bear greets the small yellow lion.,The young black bear is greeted by the small yellow lion and the small yellow lion is not greeted by the young black bear.
en,test,auxiliary,conditional,negation,1,True,0,"If the small yellow lion does not greet the young black bear and the young black bear greets the small yellow lion, a bell rings.","If the young black bear is greeted by the small yellow lion and the small yellow lion is not greeted by the young black bear, a bell rings."
de,test,primary,assertion,negation,1,True,0,Der kleine gelbe Löwe grüßt den jungen schwarzen Bären nicht und der junge schwarze Bär grüßt den kleinen gelben Löwen.,Der junge schwarze Bär wird von dem kleinen gelben Löwen gegrüßt und der kleine gelbe Löwe wird nicht von dem jungen schwarzen Bären gegrüßt.
de,test,auxiliary,conditional,negation,1,True,0,"Wenn der kleine gelbe Löwe den jungen schwarzen Bären nicht grüßt und der junge schwarze Bär den kleinen gelben Löwen grüßt, klingelt eine Glocke.","Wenn der junge schwarze Bär von dem kleinen gelben Löwen gegrüßt wird und der kleine gelbe Löwe nicht von dem jungen schwarzen Bären gegrüßt wird, klingelt eine Glocke."
ko,test,primary,assertion,negation,1,True,0,작은 노란색 사자가 어린 검은색 곰을 반기지 않는다는 것과 어린 검은색 곰이 작은 노란색 사자를 반긴다는 것이 모두 사실이다.,어린 검은색 곰을 작은 노란색 사자가 반긴다는 것과 작은 노란색 사자를 어린 검은색 곰이 반기지 않는다는 것이 모두 사실이다.
ko,test,auxiliary,conditional,negation,1,True,0,만약 작은 노란색 사자가 어린 검은색 곰을 반기지 않는다는 것과 어린 검은색 곰이 작은 노란색 사자를 반긴다는 것이 모두 사실이라면 종이 울린다.,만약 어린 검은색 곰을 작은 노란색 사자가 반긴다는 것과 작은 노란색 사자를 어린 검은색 곰이 반기지 않는다는 것이 모두 사실이라면 종이 울린다.
en,test,primary,assertion,negation,1,True,1,The small yellow lion does not greet the young black bear and the young black bear greets the small yellow lion.,The young black bear is not greeted by the small yellow lion and the small yellow lion is greeted by the young black bear.
en,test,auxiliary,conditional,negation,1,True,1,"If the small yellow lion does not greet the young black bear and the young black bear greets the small yellow lion, a bell rings.","If the young black bear is not greeted by the small yellow lion and the small yellow lion is greeted by the young black bear, a bell rings."
de,test,primary,assertion,negation,1,True,1,Der kleine gelbe Löwe grüßt den jungen schwarzen Bären nicht und der junge schwarze Bär grüßt den kleinen gelben Löwen.,Der junge schwarze Bär wird nicht von dem kleinen gelben Löwen gegrüßt und der kleine gelbe Löwe wird von dem jungen schwarzen Bären gegrüßt.
de,test,auxiliary,conditional,negation,1,True,1,"Wenn der kleine gelbe Löwe den jungen schwarzen Bären nicht grüßt und der junge schwarze Bär den kleinen gelben Löwen grüßt, klingelt eine Glocke.","Wenn der junge schwarze Bär nicht von dem kleinen gelben Löwen gegrüßt wird und der kleine gelbe Löwe von dem jungen schwarzen Bären gegrüßt wird, klingelt eine Glocke."
ko,test,primary,assertion,negation,1,True,1,작은 노란색 사자가 어린 검은색 곰을 반기지 않는다는 것과 어린 검은색 곰이 작은 노란색 사자를 반긴다는 것이 모두 사실이다.,어린 검은색 곰을 작은 노란색 사자가 반기지 않는다는 것과 작은 노란색 사자를 어린 검은색 곰이 반긴다는 것이 모두 사실이다.
ko,test,auxiliary,conditional,negation,1,True,1,만약 작은 노란색 사자가 어린 검은색 곰을 반기지 않는다는 것과 어린 검은색 곰이 작은 노란색 사자를 반긴다는 것이 모두 사실이라면 종이 울린다.,만약 어린 검은색 곰을 작은 노란색 사자가 반기지 않는다는 것과 작은 노란색 사자를 어린 검은색 곰이 반긴다는 것이 모두 사실이라면 종이 울린다.
en,test,primary,assertion,negation,0,True,0,The small white lion does not see the small green cow and the small green cow sees the small white lion.,The small green cow is seen by the small white lion and the small white lion is not seen by the small green cow.
en,test,auxiliary,conditional,negation,0,True,0,"If the small white lion does not see the small green cow and the small green cow sees the small white lion, a bell rings.","If the small green cow is seen by the small white lion and the small white lion is not seen by the small green cow, a bell rings."
de,test,primary,assertion,negation,0,True,0,Der kleine weiße Löwe sieht die kleine grüne Kuh nicht und die kleine grüne Kuh sieht den kleinen weißen Löwen.,Die kleine grüne Kuh wird von dem kleinen weißen Löwen gesehen und der kleine weiße Löwe wird nicht von der kleinen grünen Kuh gesehen.
de,test,auxiliary,conditional,negation,0,True,0,"Wenn der kleine weiße Löwe die kleine grüne Kuh nicht sieht und die kleine grüne Kuh den kleinen weißen Löwen sieht, klingelt eine Glocke.","Wenn die kleine grüne Kuh von dem kleinen weißen Löwen gesehen wird und der kleine weiße Löwe nicht von der kleinen grünen Kuh gesehen wird, klingelt eine Glocke."
ko,test,primary,assertion,negation,0,True,0,작은 하얀색 사자가 작은 초록색 소를 보지 않는다는 것과 작은 초록색 소가 작은 하얀색 사자를 본다는 것이 모두 사실이다.,작은 초록색 소를 작은 하얀색 사자가 본다는 것과 작은 하얀색 사자를 작은 초록색 소가 보지 않는다는 것이 모두 사실이다.
ko,test,auxiliary,conditional,negation,0,True,0,만약 작은 하얀색 사자가 작은 초록색 소를 보지 않는다는 것과 작은 초록색 소가 작은 하얀색 사자를 본다는 것이 모두 사실이라면 종이 울린다.,만약 작은 초록색 소를 작은 하얀색 사자가 본다는 것과 작은 하얀색 사자를 작은 초록색 소가 보지 않는다는 것이 모두 사실이라면 종이 울린다.
en,test,primary,assertion,negation,0,True,1,The small white lion does not see the small green cow and the small green cow sees the small white lion.,The small green cow is not seen by the small white lion and the small white lion is seen by the small green cow.
en,test,auxiliary,conditional,negation,0,True,1,"If the small white lion does not see the small green cow and the small green cow sees the small white lion, a bell rings.","If the small green cow is not seen by the small white lion and the small white lion is seen by the small green cow, a bell rings."
de,test,primary,assertion,negation,0,True,1,Der kleine weiße Löwe sieht die kleine grüne Kuh nicht und die kleine grüne Kuh sieht den kleinen weißen Löwen.,Die kleine grüne Kuh wird nicht von dem kleinen weißen Löwen gesehen und der kleine weiße Löwe wird von der kleinen grünen Kuh gesehen.
de,test,auxiliary,conditional,negation,0,True,1,"Wenn der kleine weiße Löwe die kleine grüne Kuh nicht sieht und die kleine grüne Kuh den kleinen weißen Löwen sieht, klingelt eine Glocke.","Wenn die kleine grüne Kuh nicht von dem kleinen weißen Löwen gesehen wird und der kleine weiße Löwe von der kleinen grünen Kuh gesehen wird, klingelt eine Glocke."
ko,test,primary,assertion,negation,0,True,1,작은 하얀색 사자가 작은 초록색 소를 보지 않는다는 것과 작은 초록색 소가 작은 하얀색 사자를 본다는 것이 모두 사실이다.,작은 초록색 소를 작은 하얀색 사자가 보지 않는다는 것과 작은 하얀색 사자를 작은 초록색 소가 본다는 것이 모두 사실이다.
ko,test,auxiliary,conditional,negation,0,True,1,만약 작은 하얀색 사자가 작은 초록색 소를 보지 않는다는 것과 작은 초록색 소가 작은 하얀색 사자를 본다는 것이 모두 사실이라면 종이 울린다.,만약 작은 초록색 소를 작은 하얀색 사자가 보지 않는다는 것과 작은 하얀색 사자를 작은 초록색 소가 본다는 것이 모두 사실이라면 종이 울린다.
en,test,primary,assertion,negation,2,False,0,The large white mouse follows the large blue dog and the large blue dog does not follow the large white mouse.,The large blue dog is not followed by the large white mouse and the large white mouse is followed by the large blue dog.
en,test,auxiliary,conditional,negation,2,False,0,"If the large white mouse follows the large blue dog and the large blue dog does not follow the large white mouse, a bell rings.","If the large blue dog is not followed by the large white mouse and the large white mouse is followed by the large blue dog, a bell rings."
de,test,primary,assertion,negation,2,False,0,Die große weiße Maus verfolgt den großen blauen Hund und der große blaue Hund verfolgt die große weiße Maus nicht.,Der große blaue Hund wird nicht von der großen weißen Maus verfolgt und die große weiße Maus wird von dem großen blauen Hund verfolgt.
de,test,auxiliary,conditional,negation,2,False,0,"Wenn die große weiße Maus den großen blauen Hund verfolgt und der große blaue Hund die große weiße Maus nicht verfolgt, klingelt eine Glocke.","Wenn der große blaue Hund nicht von der großen weißen Maus verfolgt wird und die große weiße Maus von dem großen blauen Hund verfolgt wird, klingelt eine Glocke."
ko,test,primary,assertion,negation,2,False,0,큰 하얀색 쥐가 큰 파란색 개를 뒤따른다는 것과 큰 파란색 개가 큰 하얀색 쥐를 뒤따르지 않는다는 것이 모두 사실이다.,큰 파란색 개를 큰 하얀색 쥐가 뒤따르지 않는다는 것과 큰 하얀색 쥐를 큰 파란색 개가 뒤따른다는 것이 모두 사실이다.
ko,test,auxiliary,conditional,negation,2,False,0,만약 큰 하얀색 쥐가 큰 파란색 개를 뒤따른다는 것과 큰 파란색 개가 큰 하얀색 쥐를 뒤따르지 않는다는 것이 모두 사실이라면 종이 울린다.,만약 큰 파란색 개를 큰 하얀색 쥐가 뒤따르지 않는다는 것과 큰 하얀색 쥐를 큰 파란색 개가 뒤따른다는 것이 모두 사실이라면 종이 울린다.
en,test,primary,assertion,negation,2,False,1,The large white mouse follows the large blue dog and the large blue dog does not follow the large white mouse.,The large blue dog is followed by the large white mouse and the large white mouse is not followed by the large blue dog.
en,test,auxiliary,conditional,negation,2,False,1,"If the large white mouse follows the large blue dog and the large blue dog does not follow the large white mouse, a bell rings.","If the large blue dog is followed by the large white mouse and the large white mouse is not followed by the large blue dog, a bell rings."
de,test,primary,assertion,negation,2,False,1,Die große weiße Maus verfolgt den großen blauen Hund und der große blaue Hund verfolgt die große weiße Maus nicht.,Der große blaue Hund wird von der großen weißen Maus verfolgt und die große weiße Maus wird nicht von dem großen blauen Hund verfolgt.
de,test,auxiliary,conditional,negation,2,False,1,"Wenn die große weiße Maus den großen blauen Hund verfolgt und der große blaue Hund die große weiße Maus nicht verfolgt, klingelt eine Glocke.","Wenn der große blaue Hund von der großen weißen Maus verfolgt wird und die große weiße Maus nicht von dem großen blauen Hund verfolgt wird, klingelt eine Glocke."
ko,test,primary,assertion,negation,2,False,1,큰 하얀색 쥐가 큰 파란색 개를 뒤따른다는 것과 큰 파란색 개가 큰 하얀색 쥐를 뒤따르지 않는다는 것이 모두 사실이다.,큰 파란색 개를 큰 하얀색 쥐가 뒤따른다는 것과 큰 하얀색 쥐를 큰 파란색 개가 뒤따르지 않는다는 것이 모두 사실이다.
ko,test,auxiliary,conditional,negation,2,False,1,만약 큰 하얀색 쥐가 큰 파란색 개를 뒤따른다는 것과 큰 파란색 개가 큰 하얀색 쥐를 뒤따르지 않는다는 것이 모두 사실이라면 종이 울린다.,만약 큰 파란색 개를 큰 하얀색 쥐가 뒤따른다는 것과 큰 하얀색 쥐를 큰 파란색 개가 뒤따르지 않는다는 것이 모두 사실이라면 종이 울린다.
en,test,primary,assertion,negation,0,False,0,The large green rabbit sees the old white dog and the old white dog does not see the large green rabbit.,The old white dog is not seen by the large green rabbit and the large green rabbit is seen by the old white dog.
en,test,auxiliary,conditional,negation,0,False,0,"If the large green rabbit sees the old white dog and the old white dog does not see the large green rabbit, a bell rings.","If the old white dog is not seen by the large green rabbit and the large green rabbit is seen by the old white dog, a bell rings."
de,test,primary,assertion,negation,0,False,0,Das große grüne Kaninchen sieht den alten weißen Hund und der alte weiße Hund sieht das große grüne Kaninchen nicht.,Der alte weiße Hund wird nicht von dem großen grünen Kaninchen gesehen und das große grüne Kaninchen wird von dem alten weißen Hund gesehen.
de,test,auxiliary,conditional,negation,0,False,0,"Wenn das große grüne Kaninchen den alten weißen Hund sieht und der alte weiße Hund das große grüne Kaninchen nicht sieht, klingelt eine Glocke.","Wenn der alte weiße Hund nicht von dem großen grünen Kaninchen gesehen wird und das große grüne Kaninchen von dem alten weißen Hund gesehen wird, klingelt eine Glocke."
ko,test,primary,assertion,negation,0,False,0,큰 초록색 토끼가 늙은 하얀색 개를 본다는 것과 늙은 하얀색 개가 큰 초록색 토끼를 보지 않는다는 것이 모두 사실이다.,늙은 하얀색 개를 큰 초록색 토끼가 보지 않는다는 것과 큰 초록색 토끼를 늙은 하얀색 개가 본다는 것이 모두 사실이다.
ko,test,auxiliary,conditional,negation,0,False,0,만약 큰 초록색 토끼가 늙은 하얀색 개를 본다는 것과 늙은 하얀색 개가 큰 초록색 토끼를 보지 않는다는 것이 모두 사실이라면 종이 울린다.,만약 늙은 하얀색 개를 큰 초록색 토끼가 보지 않는다는 것과 큰 초록색 토끼를 늙은 하얀색 개가 본다는 것이 모두 사실이라면 종이 울린다.
en,test,primary,assertion,negation,0,False,1,The large green rabbit sees the old white dog and the old white dog does not see the large green rabbit.,The old white dog is seen by the large green rabbit and the large green rabbit is not seen by the old white dog.
en,test,auxiliary,conditional,negation,0,False,1,"If the large green rabbit sees the old white dog and the old white dog does not see the large green rabbit, a bell rings.","If the old white dog is seen by the large green rabbit and the large green rabbit is not seen by the old white dog, a bell rings."
de,test,primary,assertion,negation,0,False,1,Das große grüne Kaninchen sieht den alten weißen Hund und der alte weiße Hund sieht das große grüne Kaninchen nicht.,Der alte weiße Hund wird von dem großen grünen Kaninchen gesehen und das große grüne Kaninchen wird nicht von dem alten weißen Hund gesehen.
de,test,auxiliary,conditional,negation,0,False,1,"Wenn das große grüne Kaninchen den alten weißen Hund sieht und der alte weiße Hund das große grüne Kaninchen nicht sieht, klingelt eine Glocke.","Wenn der alte weiße Hund von dem großen grünen Kaninchen gesehen wird und das große grüne Kaninchen nicht von dem alten weißen Hund gesehen wird, klingelt eine Glocke."
ko,test,primary,assertion,negation,0,False,1,큰 초록색 토끼가 늙은 하얀색 개를 본다는 것과 늙은 하얀색 개가 큰 초록색 토끼를 보지 않는다는 것이 모두 사실이다.,늙은 하얀색 개를 큰 초록색 토끼가 본다는 것과 큰 초록색 토끼를 늙은 하얀색 개가 보지 않는다는 것이 모두 사실이다.
ko,test,auxiliary,conditional,negation,0,False,1,만약 큰 초록색 토끼가 늙은 하얀색 개를 본다는 것과 늙은 하얀색 개가 큰 초록색 토끼를 보지 않는다는 것이 모두 사실이라면 종이 울린다.,만약 늙은 하얀색 개를 큰 초록색 토끼가 본다는 것과 큰 초록색 토끼를 늙은 하얀색 개가 보지 않는다는 것이 모두 사실이라면 종이 울린다.
en,test,primary,assertion,negation,2,True,0,The small red chicken does not follow the old blue mouse and the old blue mouse follows the small red chicken.,The old blue mouse is followed by the small red chicken and the small red chicken is not followed by the old blue mouse.
en,test,auxiliary,conditional,negation,2,True,0,"If the small red chicken does not follow the old blue mouse and the old blue mouse follows the small red chicken, a bell rings.","If the old blue mouse is followed by the small red chicken and the small red chicken is not followed by the old blue mouse, a bell rings."
de,test,primary,assertion,negation,2,True,0,Das kleine rote Huhn verfolgt die alte blaue Maus nicht und die alte blaue Maus verfolgt das kleine rote Huhn.,Die alte blaue Maus wird von dem kleinen roten Huhn verfolgt und das kleine rote Huhn wird nicht von der alten blauen Maus verfolgt.
de,test,auxiliary,conditional,negation,2,True,0,"Wenn das kleine rote Huhn die alte blaue Maus nicht verfolgt und die alte blaue Maus das kleine rote Huhn verfolgt, klingelt eine Glocke.","Wenn die alte blaue Maus von dem kleinen roten Huhn verfolgt wird und das kleine rote Huhn nicht von der alten blauen Maus verfolgt wird, klingelt eine Glocke."
ko,test,primary,assertion,negation,2,True,0,작은 빨간색 닭이 늙은 파란색 쥐를 뒤따르지 않는다는 것과 늙은 파란색 쥐가 작은 빨간색 닭을 뒤따른다는 것이 모두 사실이다.,늙은 파란색 쥐를 작은 빨간색 닭이 뒤따른다는 것과 작은 빨간색 닭을 늙은 파란색 쥐가 뒤따르지 않는다는 것이 모두 사실이다.
ko,test,auxiliary,conditional,negation,2,True,0,만약 작은 빨간색 닭이 늙은 파란색 쥐를 뒤따르지 않는다는 것과 늙은 파란색 쥐가 작은 빨간색 닭을 뒤따른다는 것이 모두 사실이라면 종이 울린다.,만약 늙은 파란색 쥐를 작은 빨간색 닭이 뒤따른다는 것과 작은 빨간색 닭을 늙은 파란색 쥐가 뒤따르지 않는다는 것이 모두 사실이라면 종이 울린다.
en,test,primary,assertion,negation,2,True,1,The small red chicken does not follow the old blue mouse and the old blue mouse follows the small red chicken.,The old blue mouse is not followed by the small red chicken and the small red chicken is followed by the old blue mouse.
en,test,auxiliary,conditional,negation,2,True,1,"If the small red chicken does not follow the old blue mouse and the old blue mouse follows the small red chicken, a bell rings.","If the old blue mouse is not followed by the small red chicken and the small red chicken is followed by the old blue mouse, a bell rings."
de,test,primary,assertion,negation,2,True,1,Das kleine rote Huhn verfolgt die alte blaue Maus nicht und die alte blaue Maus verfolgt das kleine rote Huhn.,Die alte blaue Maus wird nicht von dem kleinen roten Huhn verfolgt und das kleine rote Huhn wird von der alten blauen Maus verfolgt.
de,test,auxiliary,conditional,negation,2,True,1,"Wenn das kleine rote Huhn die alte blaue Maus nicht verfolgt und die alte blaue Maus das kleine rote Huhn verfolgt, klingelt eine Glocke.","Wenn die alte blaue Maus nicht von dem kleinen roten Huhn verfolgt wird und das kleine rote Huhn von der alten blauen Maus verfolgt wird, klingelt eine Glocke."
ko,test,primary,assertion,negation,2,True,1,작은 빨간색 닭이 늙은 파란색 쥐를 뒤따르지 않는다는 것과 늙은 파란색 쥐가 작은 빨간색 닭을 뒤따른다는 것이 모두 사실이다.,늙은 파란색 쥐를 작은 빨간색 닭이 뒤따르지 않는다는 것과 작은 빨간색 닭을 늙은 파란색 쥐가 뒤따른다는 것이 모두 사실이다.
ko,test,auxiliary,conditional,negation,2,True,1,만약 작은 빨간색 닭이 늙은 파란색 쥐를 뒤따르지 않는다는 것과 늙은 파란색 쥐가 작은 빨간색 닭을 뒤따른다는 것이 모두 사실이라면 종이 울린다.,만약 늙은 파란색 쥐를 작은 빨간색 닭이 뒤따르지 않는다는 것과 작은 빨간색 닭을 늙은 파란색 쥐가 뒤따른다는 것이 모두 사실이라면 종이 울린다.
en,test,primary,assertion,negation,1,False,0,The young red sheep greets the old blue sheep and the old blue sheep does not greet the young red sheep.,The old blue sheep is not greeted by the young red sheep and the young red sheep is greeted by the old blue sheep.
en,test,auxiliary,conditional,negation,1,False,0,"If the young red sheep greets the old blue sheep and the old blue sheep does not greet the young red sheep, a bell rings.","If the old blue sheep is not greeted by the young red sheep and the young red sheep is greeted by the old blue sheep, a bell rings."
de,test,primary,assertion,negation,1,False,0,Das junge rote Schaf grüßt das alte blaue Schaf und das alte blaue Schaf grüßt das junge rote Schaf nicht.,Das alte blaue Schaf wird nicht von dem jungen roten Schaf gegrüßt und das junge rote Schaf wird von dem alten blauen Schaf gegrüßt.
de,test,auxiliary,conditional,negation,1,False,0,"Wenn das junge rote Schaf das alte blaue Schaf grüßt und das alte blaue Schaf das junge rote Schaf nicht grüßt, klingelt eine Glocke.","Wenn das alte blaue Schaf nicht von dem jungen roten Schaf gegrüßt wird und das junge rote Schaf von dem alten blauen Schaf gegrüßt wird, klingelt eine Glocke."
ko,test,primary,assertion,negation,1,False,0,어린 빨간색 양이 늙은 파란색 양을 반긴다는 것과 늙은 파란색 양이 어린 빨간색 양을 반기지 않는다는 것이 모두 사실이다.,늙은 파란색 양을 어린 빨간색 양이 반기지 않는다는 것과 어린 빨간색 양을 늙은 파란색 양이 반긴다는 것이 모두 사실이다.
ko,test,auxiliary,conditional,negation,1,False,0,만약 어린 빨간색 양이 늙은 파란색 양을 반긴다는 것과 늙은 파란색 양이 어린 빨간색 양을 반기지 않는다는 것이 모두 사실이라면 종이 울린다.,만약 늙은 파란색 양을 어린 빨간색 양이 반기지 않는다는 것과 어린 빨간색 양을 늙은 파란색 양이 반긴다는 것이 모두 사실이라면 종이 울린다.
en,test,primary,assertion,negation,1,False,1,The young red sheep greets the old blue sheep and the old blue sheep does not greet the young red sheep.,The old blue sheep is greeted by the young red sheep and the young red sheep is not greeted by the old blue sheep.
en,test,auxiliary,conditional,negation,1,False,1,"If the young red sheep greets the old blue sheep and the old blue sheep does not greet the young red sheep, a bell rings.","If the old blue sheep is greeted by the young red sheep and the young red sheep is not greeted by the old blue sheep, a bell rings."
de,test,primary,assertion,negation,1,False,1,Das junge rote Schaf grüßt das alte blaue Schaf und das alte blaue Schaf grüßt das junge rote Schaf nicht.,Das alte blaue Schaf wird von dem jungen roten Schaf gegrüßt und das junge rote Schaf wird nicht von dem alten blauen Schaf gegrüßt.
de,test,auxiliary,conditional,negation,1,False,1,"Wenn das junge rote Schaf das alte blaue Schaf grüßt und das alte blaue Schaf das junge rote Schaf nicht grüßt, klingelt eine Glocke.","Wenn das alte blaue Schaf von dem jungen roten Schaf gegrüßt wird und das junge rote Schaf nicht von dem alten blauen Schaf gegrüßt wird, klingelt eine Glocke."
ko,test,primary,assertion,negation,1,False,1,어린 빨간색 양이 늙은 파란색 양을 반긴다는 것과 늙은 파란색 양이 어린 빨간색 양을 반기지 않는다는 것이 모두 사실이다.,늙은 파란색 양을 어린 빨간색 양이 반긴다는 것과 어린 빨간색 양을 늙은 파란색 양이 반기지 않는다는 것이 모두 사실이다.
ko,test,auxiliary,conditional,negation,1,False,1,만약 어린 빨간색 양이 늙은 파란색 양을 반긴다는 것과 늙은 파란색 양이 어린 빨간색 양을 반기지 않는다는 것이 모두 사실이라면 종이 울린다.,만약 늙은 파란색 양을 어린 빨간색 양이 반긴다는 것과 어린 빨간색 양을 늙은 파란색 양이 반기지 않는다는 것이 모두 사실이라면 종이 울린다.
en,test,primary,assertion,space,0,False,0,The large red bear is below the small blue lion and the small red horse is above the young white bear.,The small blue lion is below the large red bear and the young white bear is above the small red horse.
en,test,auxiliary,conditional,space,0,False,0,"If the large red bear is below the small blue lion and the small red horse is above the young white bear, a bell rings.","If the small blue lion is below the large red bear and the young white bear is above the small red horse, a bell rings."
de,test,primary,assertion,space,0,False,0,Der große rote Bär ist unter dem kleinen blauen Löwen und das kleine rote Pferd ist über dem jungen weißen Bären.,Der kleine blaue Löwe ist unter dem großen roten Bären und der junge weiße Bär ist über dem kleinen roten Pferd.
de,test,auxiliary,conditional,space,0,False,0,"Wenn der große rote Bär unter dem kleinen blauen Löwen ist und das kleine rote Pferd über dem jungen weißen Bären ist, klingelt eine Glocke.","Wenn der kleine blaue Löwe unter dem großen roten Bären ist und der junge weiße Bär über dem kleinen roten Pferd ist, klingelt eine Glocke."
ko,test,primary,assertion,space,0,False,0,큰 빨간색 곰이 작은 파란색 사자의 아래에 있다는 것과 작은 빨간색 말이 어린 하얀색 곰의 위에 있다는 것이 모두 사실이다.,작은 파란색 사자가 큰 빨간색 곰의 아래에 있다는 것과 어린 하얀색 곰이 작은 빨간색 말의 위에 있다는 것이 모두 사실이다.
