language,split,task,verb,neg,label,sentence_a,sentence_b
de,dev_b,space,0,False,0,"Jemand sagt, dass der alte grüne Hund oberhalb von der alten roten Katze ist und die alte blaue Kuh unterhalb von dem kleinen weißen Kaninchen ist.","Jemand sagt, dass die alte rote Katze oberhalb von dem alten grünen Hund ist und das kleine weiße Kaninchen unterhalb von der alten blauen Kuh ist."
ko,dev_b,space,0,False,0,늙은 초록색 개는 늙은 빨간 고양이의 위에 있다는 것과 늙은 파란 소는 작은 하얀 토끼의 아래에 있다는 것이 모두 사실이라고 누군가 말한다.,늙은 빨간 고양이는 늙은 초록색 개의 위에 있다는 것과 작은 하얀 토끼는 늙은 파란 소의 아래에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,space,0,False,1,Someone says that the old green dog is above the old red cat and the old blue cow is below the small white rabbit.,Someone says that the old red cat is below the old green dog and the small white rabbit is above the old blue cow.
de,dev_b,space,0,False,1,"Jemand sagt, dass der alte grüne Hund oberhalb von der alten roten Katze ist und die alte blaue Kuh unterhalb von dem kleinen weißen Kaninchen ist.","Jemand sagt, dass die alte rote Katze unterhalb von dem alten grünen Hund ist und das kleine weiße Kaninchen oberhalb von der alten blauen Kuh ist."
ko,dev_b,space,0,False,1,늙은 초록색 개는 늙은 빨간 고양이의 위에 있다는 것과 늙은 파란 소는 작은 하얀 토끼의 아래에 있다는 것이 모두 사실이라고 누군가 말한다.,늙은 빨간 고양이는 늙은 초록색 개의 아래에 있다는 것과 작은 하얀 토끼는 늙은 파란 소의 위에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,quantity,1,False,0,Someone says that there are five small red foxes and six small yellow foxes.,Someone says that there are five small yellow foxes and six small red foxes.
de,dev_b,quantity,1,False,0,"Jemand sagt, dass es fünf kleine rote Füchse und sechs kleine gelbe Füchse gibt.","Jemand sagt, dass es fünf kleine gelbe Füchse und sechs kleine rote Füchse gibt."
ko,dev_b,quantity,1,False,0,작은 빨간 여우 다섯 마리와 작은 노란 여우 여섯 마리가 있다고 누군가 말한다.,작은 노란 여우 다섯 마리와 작은 빨간 여우 여섯 마리가 있다고 누군가 말한다.
en,dev_b,quantity,1,False,1,Someone says that there are five small red foxes and six small yellow foxes.,Someone says that there are six small yellow foxes and five small red foxes.
de,dev_b,quantity,1,False,1,"Jemand sagt, dass es fünf kleine rote Füchse und sechs kleine gelbe Füchse gibt.","Jemand sagt, dass es sechs kleine gelbe Füchse und fünf kleine rote Füchse gibt."
ko,dev_b,quantity,1,False,1,작은 빨간 여우 다섯 마리와 작은 노란 여우 여섯 마리가 있다고 누군가 말한다.,작은 노란 여우 여섯 마리와 작은 빨간 여우 다섯 마리가 있다고 누군가 말한다.
en,dev_b,quantity,0,False,0,Someone says that there are five small white foxes and two large white ducks.,Someone says that there are five large white ducks and two small white foxes.
de,dev_b,quantity,0,False,0,"Jemand sagt, dass es fünf kleine weiße Füchse und zwei große weiße Enten gibt.","Jemand sagt, dass es fünf große weiße Enten und zwei kleine weiße Füchse gibt."
ko,dev_b,quantity,0,False,0,작은 하얀 여우 다섯 마리와 큰 하얀 오리 두 마리가 있다고 누군가 말한다.,큰 하얀 오리 다섯 마리와 작은 하얀 여우 두 마리가 있다고 누군가 말한다.
en,dev_b,quantity,0,False,1,Someone says that there are five small white foxes and two large white ducks.,Someone says that there are two large white ducks and five small white foxes.
de,dev_b,quantity,0,False,1,"Jemand sagt, dass es fünf kleine weiße Füchse und zwei große weiße Enten gibt.","Jemand sagt, dass es zwei große weiße Enten und fünf kleine weiße Füchse gibt."
ko,dev_b,quantity,0,False,1,작은 하얀 여우 다섯 마리와 큰 하얀 오리 두 마리가 있다고 누군가 말한다.,큰 하얀 오리 두 마리와 작은 하얀 여우 다섯 마리가 있다고 누군가 말한다.
en,dev_b,quantity,0,True,0,Someone says that there are eight large blue lions and seven small white hens.,Someone says that there are eight small white hens and seven large blue lions.
de,dev_b,quantity,0,True,0,"Jemand sagt, dass es acht große blaue Löwen und sieben kleine weiße Hühner gibt.","Jemand sagt, dass es acht kleine weiße Hühner und sieben große blaue Löwen gibt."
ko,dev_b,quantity,0,True,0,큰 파란 사자 여덟 마리와 작은 하얀 닭 일곱 마리가 있다고 누군가 말한다.,작은 하얀 닭 여덟 마리와 큰 파란 사자 일곱 마리가 있다고 누군가 말한다.
en,dev_b,quantity,0,True,1,Someone says that there are eight large blue lions and seven small white hens.,Someone says that there are seven small white hens and eight large blue lions.
de,dev_b,quantity,0,True,1,"Jemand sagt, dass es acht große blaue Löwen und sieben kleine weiße Hühner gibt.","Jemand sagt, dass es sieben kleine weiße Hühner und acht große blaue Löwen gibt."
ko,dev_b,quantity,0,True,1,큰 파란 사자 여덟 마리와 작은 하얀 닭 일곱 마리가 있다고 누군가 말한다.,작은 하얀 닭 일곱 마리와 큰 파란 사자 여덟 마리가 있다고 누군가 말한다.
en,dev_b,quantity,2,False,0,Someone says that there are three large yellow ducks and four young white cows.,Someone says that there are three young white cows and four large yellow ducks.
de,dev_b,quantity,2,False,0,"Jemand sagt, dass es drei große gelbe Enten und vier junge weiße Kühe gibt.","Jemand sagt, dass es drei junge weiße Kühe und vier große gelbe Enten gibt."
ko,dev_b,quantity,2,False,0,큰 노란 오리 세 마리와 어린 하얀 소 네 마리가 있다고 누군가 말한다.,어린 하얀 소 세 마리와 큰 노란 오리 네 마리가 있다고 누군가 말한다.
en,dev_b,quantity,2,False,1,Someone says that there are three large yellow ducks and four young white cows.,Someone says that there are four young white cows and three large yellow ducks.
de,dev_b,quantity,2,False,1,"Jemand sagt, dass es drei große gelbe Enten und vier junge weiße Kühe gibt.","Jemand sagt, dass es vier junge weiße Kühe und drei große gelbe Enten gibt."
ko,dev_b,quantity,2,False,1,큰 노란 오리 세 마리와 어린 하얀 소 네 마리가 있다고 누군가 말한다.,어린 하얀 소 네 마리와 큰 노란 오리 세 마리가 있다고 누군가 말한다.
en,dev_b,quantity,2,True,0,Someone says that there are three young black ducks and five old yellow hens.,Someone says that there are three old yellow hens and five young black ducks.
de,dev_b,quantity,2,True,0,"Jemand sagt, dass es drei junge schwarze Enten und fünf alte gelbe Hühner gibt.","Jemand sagt, dass es drei alte gelbe Hühner und fünf junge schwarze Enten gibt."
ko,dev_b,quantity,2,True,0,어린 검은 오리 세 마리와 늙은 노란 닭 다섯 마리가 있다고 누군가 말한다.,늙은 노란 닭 세 마리와 어린 검은 오리 다섯 마리가 있다고 누군가 말한다.
en,dev_b,quantity,2,True,1,Someone says that there are three young black ducks and five old yellow hens.,Someone says that there are five old yellow hens and three young black ducks.
de,dev_b,quantity,2,True,1,"Jemand sagt, dass es drei junge schwarze Enten und fünf alte gelbe Hühner gibt.","Jemand sagt, dass es fünf alte gelbe Hühner und drei junge schwarze Enten gibt."
ko,dev_b,quantity,2,True,1,어린 검은 오리 세 마리와 늙은 노란 닭 다섯 마리가 있다고 누군가 말한다.,늙은 노란 닭 다섯 마리와 어린 검은 오리 세 마리가 있다고 누군가 말한다.
en,dev_b,quantity,1,True,0,Someone says that there are three young white hens and two small white dogs.,Someone says that there are three small white dogs and two young white hens.
de,dev_b,quantity,1,True,0,"Jemand sagt, dass es drei junge weiße Hühner und zwei kleine weiße Hunde gibt.","Jemand sagt, dass es drei kleine weiße Hunde und zwei junge weiße Hühner gibt."
ko,dev_b,quantity,1,True,0,어린 하얀 닭 세 마리와 작은 하얀 개 두 마리가 있다고 누군가 말한다.,작은 하얀 개 세 마리와 어린 하얀 닭 두 마리가 있다고 누군가 말한다.
en,dev_b,quantity,1,True,1,Someone says that there are three young white hens and two small white dogs.,Someone says that there are two small white dogs and three young white hens.
de,dev_b,quantity,1,True,1,"Jemand sagt, dass es drei junge weiße Hühner und zwei kleine weiße Hunde gibt.","Jemand sagt, dass es zwei kleine weiße Hunde und drei junge weiße Hühner gibt."
ko,dev_b,quantity,1,True,1,어린 하얀 닭 세 마리와 작은 하얀 개 두 마리가 있다고 누군가 말한다.,작은 하얀 개 두 마리와 어린 하얀 닭 세 마리가 있다고 누군가 말한다.
en,test,roles,0,False,0,"If the small white lion sees the small red fox and the small red fox greets the small white lion, a bell rings.","If the small red fox is greeted by the small white lion and the small white lion is seen by the small red fox, a bell rings."
de,test,roles,0,False,0,"Wenn der kleine weiße Löwe den kleinen roten Fuchs sieht und der kleine rote Fuchs den kleinen weißen Löwen grüßt, klingelt eine Glocke.","Wenn der kleine rote Fuchs von dem kleinen weißen Löwen gegrüßt wird und der kleine weiße Löwe von dem kleinen roten Fuchs gesehen wird, klingelt eine Glocke."
ko,test,roles,0,False,0,만약 작은 하얀 사자가 작은 빨간 여우를 본다는 것과 작은 빨간 여우가 작은 하얀 사자를 맞이한다는 것이 모두 사실이라면 종이 울린다.,만약 작은 빨간 여우를 작은 하얀 사자가 맞이한다는 것과 작은 하얀 사자를 작은 빨간 여우가 본다는 것이 모두 사실이라면 종이 울린다.
en,test,roles,0,False,1,"If the small white lion sees the small red fox and the small red fox greets the small white lion, a bell rings.","If the small red fox is seen by the small white lion and the small white lion is greeted by the small red fox, a bell rings."
de,test,roles,0,False,1,"Wenn der kleine weiße Löwe den kleinen roten Fuchs sieht und der kleine rote Fuchs den kleinen weißen Löwen grüßt, klingelt eine Glocke.","Wenn der kleine rote Fuchs von dem kleinen weißen Löwen gesehen wird und der kleine weiße Löwe von dem kleinen roten Fuchs gegrüßt wird, klingelt eine Glocke."
ko,test,roles,0,False,1,만약 작은 하얀 사자가 작은 빨간 여우를 본다는 것과 작은 빨간 여우가 작은 하얀 사자를 맞이한다는 것이 모두 사실이라면 종이 울린다.,만약 작은 빨간 여우를 작은 하얀 사자가 본다는 것과 작은 하얀 사자를 작은 빨간 여우가 맞이한다는 것이 모두 사실이라면 종이 울린다.
en,test,roles,1,False,0,"If the large yellow bear greets the small black duck and the small black duck sees the large yellow bear, a bell rings.","If the small black duck is seen by the large yellow bear and the large yellow bear is greeted by the small black duck, a bell rings."
de,test,roles,1,False,0,"Wenn der große gelbe Bär die kleine schwarze Ente grüßt und die kleine schwarze Ente den großen gelben Bären sieht, klingelt eine Glocke.","Wenn die kleine schwarze Ente von dem großen gelben Bären gesehen wird und der große gelbe Bär von der kleinen schwarzen Ente gegrüßt wird, klingelt eine Glocke."
ko,test,roles,1,False,0,만약 큰 노란 곰이 작은 검은 오리를 맞이한다는 것과 작은 검은 오리가 큰 노란 곰을 본다는 것이 모두 사실이라면 종이 울린다.,만약 작은 검은 오리를 큰 노란 곰이 본다는 것과 큰 노란 곰을 작은 검은 오리가 맞이한다는 것이 모두 사실이라면 종이 울린다.
en,test,roles,1,False,1,"If the large yellow bear greets the small black duck and the small black duck sees the large yellow bear, a bell rings.","If the small black duck is greeted by the large yellow bear and the large yellow bear is seen by the small black duck, a bell rings."
de,test,roles,1,False,1,"Wenn der große gelbe Bär die kleine schwarze Ente grüßt und die kleine schwarze Ente den großen gelben Bären sieht, klingelt eine Glocke.","Wenn die kleine schwarze Ente von dem großen gelben Bären gegrüßt wird und der große gelbe Bär von der kleinen schwarzen Ente gesehen wird, klingelt eine Glocke."
ko,test,roles,1,False,1,만약 큰 노란 곰이 작은 검은 오리를 맞이한다는 것과 작은 검은 오리가 큰 노란 곰을 본다는 것이 모두 사실이라면 종이 울린다.,만약 작은 검은 오리를 큰 노란 곰이 맞이한다는 것과 큰 노란 곰을 작은 검은 오리가 본다는 것이 모두 사실이라면 종이 울린다.
en,test,roles,2,False,0,"If the small blue cat follows the large green cat and the large green cat greets the small blue cat, a bell rings.","If the large green cat is greeted by the small blue cat and the small blue cat is followed by the large green cat, a bell rings."
de,test,roles,2,False,0,"Wenn die kleine blaue Katze die große grüne Katze verfolgt und die große grüne Katze die kleine blaue Katze grüßt, klingelt eine Glocke.","Wenn die große grüne Katze von der kleinen blauen Katze gegrüßt wird und die kleine blaue Katze von der großen grünen Katze verfolgt wird, klingelt eine Glocke."
ko,test,roles,2,False,0,만약 작은 파란 고양이가 큰 초록색 고양이를 뒤따른다는 것과 큰 초록색 고양이가 작은 파란 고양이를 맞이한다는 것이 모두 사실이라면 종이 울린다.,만약 큰 초록색 고양이를 작은 파란 고양이가 맞이한다는 것과 작은 파란 고양이를 큰 초록색 고양이가 뒤따른다는 것이 모두 사실이라면 종이 울린다.
en,test,roles,2,False,1,"If the small blue cat follows the large green cat and the large green cat greets the small blue cat, a bell rings.","If the large green cat is followed by the small blue cat and the small blue cat is greeted by the large green cat, a bell rings."
de,test,roles,2,False,1,"Wenn die kleine blaue Katze die große grüne Katze verfolgt und die große grüne Katze die kleine blaue Katze grüßt, klingelt eine Glocke.","Wenn die große grüne Katze von der kleinen blauen Katze verfolgt wird und die kleine blaue Katze von der großen grünen Katze gegrüßt wird, klingelt eine Glocke."
ko,test,roles,2,False,1,만약 작은 파란 고양이가 큰 초록색 고양이를 뒤따른다는 것과 큰 초록색 고양이가 작은 파란 고양이를 맞이한다는 것이 모두 사실이라면 종이 울린다.,만약 큰 초록색 고양이를 작은 파란 고양이가 뒤따른다는 것과 작은 파란 고양이를 큰 초록색 고양이가 맞이한다는 것이 모두 사실이라면 종이 울린다.
en,test,negation,1,True,0,"If the large white fox does not greet the young white fox and the young white fox greets the large white fox, a bell rings.","If the young white fox is greeted by the large white fox and the large white fox is not greeted by the young white fox, a bell rings."
de,test,negation,1,True,0,"Wenn der große weiße Fuchs den jungen weißen Fuchs nicht grüßt und der junge weiße Fuchs den großen weißen Fuchs grüßt, klingelt eine Glocke.","Wenn der junge weiße Fuchs von dem großen weißen Fuchs gegrüßt wird und der große weiße Fuchs nicht von dem jungen weißen Fuchs gegrüßt wird, klingelt eine Glocke."
ko,test,negation,1,True,0,만약 큰 하얀 여우가 어린 하얀 여우를 맞이하지 않는다는 것과 어린 하얀 여우가 큰 하얀 여우를 맞이한다는 것이 모두 사실이라면 종이 울린다.,만약 어린 하얀 여우를 큰 하얀 여우가 맞이한다는 것과 큰 하얀 여우를 어린 하얀 여우가 맞이하지 않는다는 것이 모두 사실이라면 종이 울린다.
en,test,negation,1,True,1,"If the large white fox does not greet the young white fox and the young white fox greets the large white fox, a bell rings.","If the young white fox is not greeted by the large white fox and the large white fox is greeted by the young white fox, a bell rings."
de,test,negation,1,True,1,"Wenn der große weiße Fuchs den jungen weißen Fuchs nicht grüßt und der junge weiße Fuchs den großen weißen Fuchs grüßt, klingelt eine Glocke.","Wenn der junge weiße Fuchs nicht von dem großen weißen Fuchs gegrüßt wird und der große weiße Fuchs von dem jungen weißen Fuchs gegrüßt wird, klingelt eine Glocke."
ko,test,negation,1,True,1,만약 큰 하얀 여우가 어린 하얀 여우를 맞이하지 않는다는 것과 어린 하얀 여우가 큰 하얀 여우를 맞이한다는 것이 모두 사실이라면 종이 울린다.,만약 어린 하얀 여우를 큰 하얀 여우가 맞이하지 않는다는 것과 큰 하얀 여우를 어린 하얀 여우가 맞이한다는 것이 모두 사실이라면 종이 울린다.
en,test,negation,2,True,0,"If the small green lion does not follow the old yellow cat and the old yellow cat follows the small green lion, a bell rings.","If the old yellow cat is followed by the small green lion and the small green lion is not followed by the old yellow cat, a bell rings."
de,test,negation,2,True,0,"Wenn der kleine grüne Löwe die alte gelbe Katze nicht verfolgt und die alte gelbe Katze den kleinen grünen Löwen verfolgt, klingelt eine Glocke.","Wenn die alte gelbe Katze von dem kleinen grünen Löwen verfolgt wird und der kleine grüne Löwe nicht von der alten gelben Katze verfolgt wird, klingelt eine Glocke."
ko,test,negation,2,True,0,만약 작은 초록색 사자가 늙은 노란 고양이를 뒤따르지 않는다는 것과 늙은 노란 고양이가 작은 초록색 사자를 뒤따른다는 것이 모두 사실이라면 종이 울린다.,만약 늙은 노란 고양이를 작은 초록색 사자가 뒤따른다는 것과 작은 초록색 사자를 늙은 노란 고양이가 뒤따르지 않는다는 것이 모두 사실이라면 종이 울린다.
en,test,negation,2,True,1,"If the small green lion does not follow the old yellow cat and the old yellow cat follows the small green lion, a bell rings.","If the old yellow cat is not followed by the small green lion and the small green lion is followed by the old yellow cat, a bell rings."
de,test,negation,2,True,1,"Wenn der kleine grüne Löwe die alte gelbe Katze nicht verfolgt und die alte gelbe Katze den kleinen grünen Löwen verfolgt, klingelt eine Glocke.","Wenn die alte gelbe Katze nicht von dem kleinen grünen Löwen verfolgt wird und der kleine grüne Löwe von der alten gelben Katze verfolgt wird, klingelt eine Glocke."
ko,test,negation,2,True,1,만약 작은 초록색 사자가 늙은 노란 고양이를 뒤따르지 않는다는 것과 늙은 노란 고양이가 작은 초록색 사자를 뒤따른다는 것이 모두 사실이라면 종이 울린다.,만약 늙은 노란 고양이를 작은 초록색 사자가 뒤따르지 않는다는 것과 작은 초록색 사자를 늙은 노란 고양이가 뒤따른다는 것이 모두 사실이라면 종이 울린다.
en,test,negation,0,False,0,"If the old green lion sees the large white hen and the large white hen does not see the old green lion, a bell rings.","If the large white hen is not seen by the old green lion and the old green lion is seen by the large white hen, a bell rings."
de,test,negation,0,False,0,"Wenn der alte grüne Löwe das große weiße Huhn sieht und das große weiße Huhn den alten grünen Löwen nicht sieht, klingelt eine Glocke.","Wenn das große weiße Huhn nicht von dem alten grünen Löwen gesehen wird und der alte grüne Löwe von dem großen weißen Huhn gesehen wird, klingelt eine Glocke."
ko,test,negation,0,False,0,만약 늙은 초록색 사자가 큰 하얀 닭을 본다는 것과 큰 하얀 닭이 늙은 초록색 사자를 보지 않는다는 것이 모두 사실이라면 종이 울린다.,만약 큰 하얀 닭을 늙은 초록색 사자가 보지 않는다는 것과 늙은 초록색 사자를 큰 하얀 닭이 본다는 것이 모두 사실이라면 종이 울린다.
en,test,negation,0,False,1,"If the old green lion sees the large white hen and the large white hen does not see the old green lion, a bell rings.","If the large white hen is seen by the old green lion and the old green lion is not seen by the large white hen, a bell rings."
de,test,negation,0,False,1,"Wenn der alte grüne Löwe das große weiße Huhn sieht und das große weiße Huhn den alten grünen Löwen nicht sieht, klingelt eine Glocke.","Wenn das große weiße Huhn von dem alten grünen Löwen gesehen wird und der alte grüne Löwe nicht von dem großen weißen Huhn gesehen wird, klingelt eine Glocke."
ko,test,negation,0,False,1,만약 늙은 초록색 사자가 큰 하얀 닭을 본다는 것과 큰 하얀 닭이 늙은 초록색 사자를 보지 않는다는 것이 모두 사실이라면 종이 울린다.,만약 큰 하얀 닭을 늙은 초록색 사자가 본다는 것과 늙은 초록색 사자를 큰 하얀 닭이 보지 않는다는 것이 모두 사실이라면 종이 울린다.
en,test,negation,1,False,0,"If the old white cat greets the old green bear and the old green bear does not greet the old white cat, a bell rings.","If the old green bear is not greeted by the old white cat and the old white cat is greeted by the old green bear, a bell rings."
de,test,negation,1,False,0,"Wenn die alte weiße Katze den alten grünen Bären grüßt und der alte grüne Bär die alte weiße Katze nicht grüßt, klingelt eine Glocke.","Wenn der alte grüne Bär nicht von der alten weißen Katze gegrüßt wird und die alte weiße Katze von dem alten grünen Bären gegrüßt wird, klingelt eine Glocke."
ko,test,negation,1,False,0,만약 늙은 하얀 고양이가 늙은 초록색 곰을 맞이한다는 것과 늙은 초록색 곰이 늙은 하얀 고양이를 맞이하지 않는다는 것이 모두 사실이라면 종이 울린다.,만약 늙은 초록색 곰을 늙은 하얀 고양이가 맞이하지 않는다는 것과 늙은 하얀 고양이를 늙은 초록색 곰이 맞이한다는 것이 모두 사실이라면 종이 울린다.
en,test,negation,1,False,1,"If the old white cat greets the old green bear and the old green bear does not greet the old white cat, a bell rings.","If the old green bear is greeted by the old white cat and the old white cat is not greeted by the old green bear, a bell rings."
de,test,negation,1,False,1,"Wenn die alte weiße Katze den alten grünen Bären grüßt und der alte grüne Bär die alte weiße Katze nicht grüßt, klingelt eine Glocke.","Wenn der alte grüne Bär von der alten weißen Katze gegrüßt wird und die alte weiße Katze nicht von dem alten grünen Bären gegrüßt wird, klingelt eine Glocke."
ko,test,negation,1,False,1,만약 늙은 하얀 고양이가 늙은 초록색 곰을 맞이한다는 것과 늙은 초록색 곰이 늙은 하얀 고양이를 맞이하지 않는다는 것이 모두 사실이라면 종이 울린다.,만약 늙은 초록색 곰을 늙은 하얀 고양이가 맞이한다는 것과 늙은 하얀 고양이를 늙은 초록색 곰이 맞이하지 않는다는 것이 모두 사실이라면 종이 울린다.
en,test,negation,0,True,0,"If the old white sheep does not see the large black fox and the large black fox sees the old white sheep, a bell rings.","If the large black fox is seen by the old white sheep and the old white sheep is not seen by the large black fox, a bell rings."
de,test,negation,0,True,0,"Wenn das alte weiße Schaf den großen schwarzen Fuchs nicht sieht und der große schwarze Fuchs das alte weiße Schaf sieht, klingelt eine Glocke.","Wenn der große schwarze Fuchs von dem alten weißen Schaf gesehen wird und das alte weiße Schaf nicht von dem großen schwarzen Fuchs gesehen wird, klingelt eine Glocke."
ko,test,negation,0,True,0,만약 늙은 하얀 양이 큰 검은 여우를 보지 않는다는 것과 큰 검은 여우가 늙은 하얀 양을 본다는 것이 모두 사실이라면 종이 울린다.,만약 큰 검은 여우를 늙은 하얀 양이 본다는 것과 늙은 하얀 양을 큰 검은 여우가 보지 않는다는 것이 모두 사실이라면 종이 울린다.
en,test,negation,0,True,1,"If the old white sheep does not see the large black fox and the large black fox sees the old white sheep, a bell rings.","If the large black fox is not seen by the old white sheep and the old white sheep is seen by the large black fox, a bell rings."
de,test,negation,0,True,1,"Wenn das alte weiße Schaf den großen schwarzen Fuchs nicht sieht und der große schwarze Fuchs das alte weiße Schaf sieht, klingelt eine Glocke.","Wenn der große schwarze Fuchs nicht von dem alten weißen Schaf gesehen wird und das alte weiße Schaf von dem großen schwarzen Fuchs gesehen wird, klingelt eine Glocke."
ko,test,negation,0,True,1,만약 늙은 하얀 양이 큰 검은 여우를 보지 않는다는 것과 큰 검은 여우가 늙은 하얀 양을 본다는 것이 모두 사실이라면 종이 울린다.,만약 큰 검은 여우를 늙은 하얀 양이 보지 않는다는 것과 늙은 하얀 양을 큰 검은 여우가 본다는 것이 모두 사실이라면 종이 울린다.
en,test,negation,2,False,0,"If the small blue mouse follows the old blue hen and the old blue hen does not follow the small blue mouse, a bell rings.","If the old blue hen is not followed by the small blue mouse and the small blue mouse is followed by the old blue hen, a bell rings."
de,test,negation,2,False,0,"Wenn die kleine blaue Maus das alte blaue Huhn verfolgt und das alte blaue Huhn die kleine blaue Maus nicht verfolgt, klingelt eine Glocke.","Wenn das alte blaue Huhn nicht von der kleinen blauen Maus verfolgt wird und die kleine blaue Maus von dem alten blauen Huhn verfolgt wird, klingelt eine Glocke."
ko,test,negation,2,False,0,만약 작은 파란 쥐가 늙은 파란 닭을 뒤따른다는 것과 늙은 파란 닭이 작은 파란 쥐를 뒤따르지 않는다는 것이 모두 사실이라면 종이 울린다.,만약 늙은 파란 닭을 작은 파란 쥐가 뒤따르지 않는다는 것과 작은 파란 쥐를 늙은 파란 닭이 뒤따른다는 것이 모두 사실이라면 종이 울린다.
en,test,negation,2,False,1,"If the small blue mouse follows the old blue hen and the old blue hen does not follow the small blue mouse, a bell rings.","If the old blue hen is followed by the small blue mouse and the small blue mouse is not followed by the old blue hen, a bell rings."
de,test,negation,2,False,1,"Wenn die kleine blaue Maus das alte blaue Huhn verfolgt und das alte blaue Huhn die kleine blaue Maus nicht verfolgt, klingelt eine Glocke.","Wenn das alte blaue Huhn von der kleinen blauen Maus verfolgt wird und die kleine blaue Maus nicht von dem alten blauen Huhn verfolgt wird, klingelt eine Glocke."
ko,test,negation,2,False,1,만약 작은 파란 쥐가 늙은 파란 닭을 뒤따른다는 것과 늙은 파란 닭이 작은 파란 쥐를 뒤따르지 않는다는 것이 모두 사실이라면 종이 울린다.,만약 늙은 파란 닭을 작은 파란 쥐가 뒤따른다는 것과 작은 파란 쥐를 늙은 파란 닭이 뒤따르지 않는다는 것이 모두 사실이라면 종이 울린다.
en,test,space,2,False,0,"If the young black fox is in front of the large black bear and the young green dog is behind the small green sheep, a bell rings.","If the large black bear is in front of the young black fox and the small green sheep is behind the young green dog, a bell rings."
de,test,space,2,False,0,"Wenn der junge schwarze Fuchs vor dem großen schwarzen Bären ist und der junge grüne Hund hinter dem kleinen grünen Schaf ist, klingelt eine Glocke.","Wenn der große schwarze Bär vor dem jungen schwarzen Fuchs ist und das kleine grüne Schaf hinter dem jungen grünen Hund ist, klingelt eine Glocke."
ko,test,space,2,False,0,만약 어린 검은 여우는 큰 검은 곰의 앞에 있다는 것과 어린 초록색 개는 작은 초록색 양의 뒤에 있다는 것이 모두 사실이라면 종이 울린다.,만약 큰 검은 곰은 어린 검은 여우의 앞에 있다는 것과 작은 초록색 양은 어린 초록색 개의 뒤에 있다는 것이 모두 사실이라면 종이 울린다.
en,test,space,2,False,1,"If the young black fox is in front of the large black bear and the young green dog is behind the small green sheep, a bell rings.","If the large black bear is behind the young black fox and the small green sheep is in front of the young green dog, a bell rings."
de,test,space,2,False,1,"Wenn der junge schwarze Fuchs vor dem großen schwarzen Bären ist und der junge grüne Hund hinter dem kleinen grünen Schaf ist, klingelt eine Glocke.","Wenn der große schwarze Bär hinter dem jungen schwarzen Fuchs ist und das kleine grüne Schaf vor dem jungen grünen Hund ist, klingelt eine Glocke."
ko,test,space,2,False,1,만약 어린 검은 여우는 큰 검은 곰의 앞에 있다는 것과 어린 초록색 개는 작은 초록색 양의 뒤에 있다는 것이 모두 사실이라면 종이 울린다.,만약 큰 검은 곰은 어린 검은 여우의 뒤에 있다는 것과 작은 초록색 양은 어린 초록색 개의 앞에 있다는 것이 모두 사실이라면 종이 울린다.
en,test,space,0,False,0,"If the small yellow fox is above the small white duck and the old green fox is below the small white rabbit, a bell rings.","If the small white duck is above the small yellow fox and the small white rabbit is below the old green fox, a bell rings."
de,test,space,0,False,0,"Wenn der kleine gelbe Fuchs oberhalb von der kleinen weißen Ente ist und der alte grüne Fuchs unterhalb von dem kleinen weißen Kaninchen ist, klingelt eine Glocke.","Wenn die kleine weiße Ente oberhalb von dem kleinen gelben Fuchs ist und das kleine weiße Kaninchen unterhalb von dem alten grünen Fuchs ist, klingelt eine Glocke."
ko,test,space,0,False,0,만약 작은 노란 여우는 작은 하얀 오리의 위에 있다는 것과 늙은 초록색 여우는 작은 하얀 토끼의 아래에 있다는 것이 모두 사실이라면 종이 울린다.,만약 작은 하얀 오리는 작은 노란 여우의 위에 있다는 것과 작은 하얀 토끼는 늙은 초록색 여우의 아래에 있다는 것이 모두 사실이라면 종이 울린다.
en,test,space,0,False,1,"If the small yellow fox is above the small white duck and the old green fox is below the small white rabbit, a bell rings.","If the small white duck is below the small yellow fox and the small white rabbit is above the old green fox, a bell rings."
de,test,space,0,False,1,"Wenn der kleine gelbe Fuchs oberhalb von der kleinen weißen Ente ist und der alte grüne Fuchs unterhalb von dem kleinen weißen Kaninchen ist, klingelt eine Glocke.","Wenn die kleine weiße Ente unterhalb von dem kleinen gelben Fuchs ist und das kleine weiße Kaninchen oberhalb von dem alten grünen Fuchs ist, klingelt eine Glocke."
ko,test,space,0,False,1,만약 작은 노란 여우는 작은 하얀 오리의 위에 있다는 것과 늙은 초록색 여우는 작은 하얀 토끼의 아래에 있다는 것이 모두 사실이라면 종이 울린다.,만약 작은 하얀 오리는 작은 노란 여우의 아래에 있다는 것과 작은 하얀 토끼는 늙은 초록색 여우의 위에 있다는 것이 모두 사실이라면 종이 울린다.
en,test,space,2,True,0,"If the young blue cow is to the right of the young white bear and the young yellow lion is to the left of the young blue duck, a bell rings.","If the young white bear is to the right of the young blue cow and the young blue duck is to the left of the young yellow lion, a bell rings."
de,test,space,2,True,0,"Wenn die junge blaue Kuh rechts von dem jungen weißen Bären ist und der junge gelbe Löwe links von der jungen blauen Ente ist, klingelt eine Glocke.","Wenn der junge weiße Bär rechts von der jungen blauen Kuh ist und die junge blaue Ente links von dem jungen gelben Löwen ist, klingelt eine Glocke."
