language,noun,color,attribute,case,count_index,surface
ko,cat,black,young,plural,5,어린 검은색 고양이 일곱 마리
ko,cat,black,young,plural,6,어린 검은색 고양이 여덟 마리
ko,cat,black,old,nom,,늙은 검은색 고양이가
ko,cat,black,old,acc,,늙은 검은색 고양이를
ko,cat,black,old,gen,,늙은 검은색 고양이의
ko,cat,black,old,plural,0,늙은 검은색 고양이 두 마리
ko,cat,black,old,plural,1,늙은 검은색 고양이 세 마리
ko,cat,black,old,plural,2,늙은 검은색 고양이 네 마리
ko,cat,black,old,plural,3,늙은 검은색 고양이 다섯 마리
ko,cat,black,old,plural,4,늙은 검은색 고양이 여섯 마리
ko,cat,black,old,plural,5,늙은 검은색 고양이 일곱 마리
ko,cat,black,old,plural,6,늙은 검은색 고양이 여덟 마리
ko,cat,white,small,nom,,작은 하얀색 고양이가
ko,cat,white,small,acc,,작은 하얀색 고양이를
ko,cat,white,small,gen,,작은 하얀색 고양이의
ko,cat,white,small,plural,0,작은 하얀색 고양이 두 마리
ko,cat,white,small,plural,1,작은 하얀색 고양이 세 마리
ko,cat,white,small,plural,2,작은 하얀색 고양이 네 마리
ko,cat,white,small,plural,3,작은 하얀색 고양이 다섯 마리
ko,cat,white,small,plural,4,작은 하얀색 고양이 여섯 마리
ko,cat,white,small,plural,5,작은 하얀색 고양이 일곱 마리
ko,cat,white,small,plural,6,작은 하얀색 고양이 여덟 마리
ko,cat,white,large,nom,,큰 하얀색 고양이가
ko,cat,white,large,acc,,큰 하얀색 고양이를
ko,cat,white,large,gen,,큰 하얀색 고양이의
ko,cat,white,large,plural,0,큰 하얀색 고양이 두 마리
ko,cat,white,large,plural,1,큰 하얀색 고양이 세 마리
ko,cat,white,large,plural,2,큰 하얀색 고양이 네 마리
ko,cat,white,large,plural,3,큰 하얀색 고양이 다섯 마리
ko,cat,white,large,plural,4,큰 하얀색 고양이 여섯 마리
ko,cat,white,large,plural,5,큰 하얀색 고양이 일곱 마리
ko,cat,white,large,plural,6,큰 하얀색 고양이 여덟 마리
ko,cat,white,young,nom,,어린 하얀색 고양이가
ko,cat,white,young,acc,,어린 하얀색 고양이를
ko,cat,white,young,gen,,어린 하얀색 고양이의
ko,cat,white,young,plural,0,어린 하얀색 고양이 두 마리
ko,cat,white,young,plural,1,어린 하얀색 고양이 세 마리
ko,cat,white,young,plural,2,어린 하얀색 고양이 네 마리
ko,cat,white,young,plural,3,어린 하얀색 고양이 다섯 마리
ko,cat,white,young,plural,4,어린 하얀색 고양이 여섯 마리
ko,cat,white,young,plural,5,어린 하얀색 고양이 일곱 마리
ko,cat,white,young,plural,6,어린 하얀색 고양이 여덟 마리
ko,cat,white,old,nom,,늙은 하얀색 고양이가
ko,cat,white,old,acc,,늙은 하얀색 고양이를
ko,cat,white,old,gen,,늙은 하얀색 고양이의
ko,cat,white,old,plural,0,늙은 하얀색 고양이 두 마리
ko,cat,white,old,plural,1,늙은 하얀색 고양이 세 마리
ko,cat,white,old,plural,2,늙은 하얀색 고양이 네 마리
ko,cat,white,old,plural,3,늙은 하얀색 고양이 다섯 마리
ko,cat,white,old,plural,4,늙은 하얀색 고양이 여섯 마리
ko,cat,white,old,plural,5,늙은 하얀색 고양이 일곱 마리
ko,cat,white,old,plural,6,늙은 하얀색 고양이 여덟 마리
ko,mouse,red,small,nom,,작은 빨간색 쥐가
ko,mouse,red,small,acc,,작은 빨간색 쥐를
ko,mouse,red,small,gen,,작은 빨간색 쥐의
ko,mouse,red,small,plural,0,작은 빨간색 쥐 두 마리
ko,mouse,red,small,plural,1,작은 빨간색 쥐 세 마리
ko,mouse,red,small,plural,2,작은 빨간색 쥐 네 마리
ko,mouse,red,small,plural,3,작은 빨간색 쥐 다섯 마리
ko,mouse,red,small,plural,4,작은 빨간색 쥐 여섯 마리
ko,mouse,red,small,plural,5,작은 빨간색 쥐 일곱 마리
ko,mouse,red,small,plural,6,작은 빨간색 쥐 여덟 마리
ko,mouse,red,large,nom,,큰 빨간색 쥐가
ko,mouse,red,large,acc,,큰 빨간색 쥐를
ko,mouse,red,large,gen,,큰 빨간색 쥐의
ko,mouse,red,large,plural,0,큰 빨간색 쥐 두 마리
ko,mouse,red,large,plural,1,큰 빨간색 쥐 세 마리
ko,mouse,red,large,plural,2,큰 빨간색 쥐 네 마리
ko,mouse,red,large,plural,3,큰 빨간색 쥐 다섯 마리
ko,mouse,red,large,plural,4,큰 빨간색 쥐 여섯 마리
ko,mouse,red,large,plural,5,큰 빨간색 쥐 일곱 마리
ko,mouse,red,large,plural,6,큰 빨간색 쥐 여덟 마리
ko,mouse,red,young,nom,,어린 빨간색 쥐가
ko,mouse,red,young,acc,,어린 빨간색 쥐를
ko,mouse,red,young,gen,,어린 빨간색 쥐의
ko,mouse,red,young,plural,0,어린 빨간색 쥐 두 마리
ko,mouse,red,young,plural,1,어린 빨간색 쥐 세 마리
ko,mouse,red,young,plural,2,어린 빨간색 쥐 네 마리
ko,mouse,red,young,plural,3,어린 빨간색 쥐 다섯 마리
ko,mouse,red,young,plural,4,어린 빨간색 쥐 여섯 마리
ko,mouse,red,young,plural,5,어린 빨간색 쥐 일곱 마리
ko,mouse,red,young,plural,6,어린 빨간색 쥐 여덟 마리
ko,mouse,red,old,nom,,늙은 빨간색 쥐가
ko,mouse,red,old,acc,,늙은 빨간색 쥐를
ko,mouse,red,old,gen,,늙은 빨간색 쥐의
ko,mouse,red,old,plural,0,늙은 빨간색 쥐 두 마리
ko,mouse,red,old,plural,1,늙은 빨간색 쥐 세 마리
ko,mouse,red,old,plural,2,늙은 빨간색 쥐 네 마리
ko,mouse,red,old,plural,3,늙은 빨간색 쥐 다섯 마리
ko,mouse,red,old,plural,4,늙은 빨간색 쥐 여섯 마리
ko,mouse,red,old,plural,5,늙은 빨간색 쥐 일곱 마리
ko,mouse,red,old,plural,6,늙은 빨간색 쥐 여덟 마리
ko,mouse,blue,small,nom,,작은 파란색 쥐가
ko,mouse,blue,small,acc,,작은 파란색 쥐를
ko,mouse,blue,small,gen,,작은 파란색 쥐의
ko,mouse,blue,small,plural,0,작은 파란색 쥐 두 마리
ko,mouse,blue,small,plural,1,작은 파란색 쥐 세 마리
ko,mouse,blue,small,plural,2,작은 파란색 쥐 네 마리
ko,mouse,blue,small,plural,3,작은 파란색 쥐 다섯 마리
ko,mouse,blue,small,plural,4,작은 파란색 쥐 여섯 마리
ko,mouse,blue,small,plural,5,작은 파란색 쥐 일곱 마리
ko,mouse,blue,small,plural,6,작은 파란색 쥐 여덟 마리
ko,mouse,blue,large,nom,,큰 파란색 쥐가
ko,mouse,blue,large,acc,,큰 파란색 쥐를
ko,mouse,blue,large,gen,,큰 파란색 쥐의
ko,mouse,blue,large,plural,0,큰 파란색 쥐 두 마리
ko,mouse,blue,large,plural,1,큰 파란색 쥐 세 마리
ko,mouse,blue,large,plural,2,큰 파란색 쥐 네 마리
ko,mouse,blue,large,plural,3,큰 파란색 쥐 다섯 마리
ko,mouse,blue,large,plural,4,큰 파란색 쥐 여섯 마리
ko,mouse,blue,large,plural,5,큰 파란색 쥐 일곱 마리
ko,mouse,blue,large,plural,6,큰 파란색 쥐 여덟 마리
ko,mouse,blue,young,nom,,어린 파란색 쥐가
ko,mouse,blue,young,acc,,어린 파란색 쥐를
ko,mouse,blue,young,gen,,어린 파란색 쥐의
ko,mouse,blue,young,plural,0,어린 파란색 쥐 두 마리
ko,mouse,blue,young,plural,1,어린 파란색 쥐 세 마리
ko,mouse,blue,young,plural,2,어린 파란색 쥐 네 마리
ko,mouse,blue,young,plural,3,어린 파란색 쥐 다섯 마리
ko,mouse,blue,young,plural,4,어린 파란색 쥐 여섯 마리
ko,mouse,blue,young,plural,5,어린 파란색 쥐 일곱 마리
ko,mouse,blue,young,plural,6,어린 파란색 쥐 여덟 마리
ko,mouse,blue,old,nom,,늙은 파란색 쥐가
ko,mouse,blue,old,acc,,늙은 파란색 쥐를
ko,mouse,blue,old,gen,,늙은 파란색 쥐의
ko,mouse,blue,old,plural,0,늙은 파란색 쥐 두 마리
ko,mouse,blue,old,plural,1,늙은 파란색 쥐 세 마리
ko,mouse,blue,old,plural,2,늙은 파란색 쥐 네 마리
ko,mouse,blue,old,plural,3,늙은 파란색 쥐 다섯 마리
ko,mouse,blue,old,plural,4,늙은 파란색 쥐 여섯 마리
ko,mouse,blue,old,plural,5,늙은 파란색 쥐 일곱 마리
ko,mouse,blue,old,plural,6,늙은 파란색 쥐 여덟 마리
ko,mouse,green,small,nom,,작은 초록색 쥐가
ko,mouse,green,small,acc,,작은 초록색 쥐를
ko,mouse,green,small,gen,,작은 초록색 쥐의
ko,mouse,green,small,plural,0,작은 초록색 쥐 두 마리
ko,mouse,green,small,plural,1,작은 초록색 쥐 세 마리
ko,mouse,green,small,plural,2,작은 초록색 쥐 네 마리
ko,mouse,green,small,plural,3,작은 초록색 쥐 다섯 마리
ko,mouse,green,small,plural,4,작은 초록색 쥐 여섯 마리
ko,mouse,green,small,plural,5,작은 초록색 쥐 일곱 마리
ko,mouse,green,small,plural,6,작은 초록색 쥐 여덟 마리
ko,mouse,green,large,nom,,큰 초록색 쥐가
ko,mouse,green,large,acc,,큰 초록색 쥐를
ko,mouse,green,large,gen,,큰 초록색 쥐의
ko,mouse,green,large,plural,0,큰 초록색 쥐 두 마리
ko,mouse,green,large,plural,1,큰 초록색 쥐 세 마리
ko,mouse,green,large,plural,2,큰 초록색 쥐 네 마리
ko,mouse,green,large,plural,3,큰 초록색 쥐 다섯 마리
ko,mouse,green,large,plural,4,큰 초록색 쥐 여섯 마리
ko,mouse,green,large,plural,5,큰 초록색 쥐 일곱 마리
ko,mouse,green,large,plural,6,큰 초록색 쥐 여덟 마리
ko,mouse,green,young,nom,,어린 초록색 쥐가
ko,mouse,green,young,acc,,어린 초록색 쥐를
ko,mouse,green,young,gen,,어린 초록색 쥐의
ko,mouse,green,young,plural,0,어린 초록색 쥐 두 마리
ko,mouse,green,young,plural,1,어린 초록색 쥐 세 마리
ko,mouse,green,young,plural,2,어린 초록색 쥐 네 마리
ko,mouse,green,young,plural,3,어린 초록색 쥐 다섯 마리
ko,mouse,green,young,plural,4,어린 초록색 쥐 여섯 마리
ko,mouse,green,young,plural,5,어린 초록색 쥐 일곱 마리
ko,mouse,green,young,plural,6,어린 초록색 쥐 여덟 마리
ko,mouse,green,old,nom,,늙은 초록색 쥐가
ko,mouse,green,old,acc,,늙은 초록색 쥐를
ko,mouse,green,old,gen,,늙은 초록색 쥐의
ko,mouse,green,old,plural,0,늙은 초록색 쥐 두 마리
ko,mouse,green,old,plural,1,늙은 초록색 쥐 세 마리
ko,mouse,green,old,plural,2,늙은 초록색 쥐 네 마리
ko,mouse,green,old,plural,3,늙은 초록색 쥐 다섯 마리
ko,mouse,green,old,plural,4,늙은 초록색 쥐 여섯 마리
ko,mouse,green,old,plural,5,늙은 초록색 쥐 일곱 마리
ko,mouse,green,old,plural,6,늙은 초록색 쥐 여덟 마리
ko,mouse,yellow,small,nom,,작은 노란색 쥐가
ko,mouse,yellow,small,acc,,작은 노란색 쥐를
ko,mouse,yellow,small,gen,,작은 노란색 쥐의
ko,mouse,yellow,small,plural,0,작은 노란색 쥐 두 마리
ko,mouse,yellow,small,plural,1,작은 노란색 쥐 세 마리
ko,mouse,yellow,small,plural,2,작은 노란색 쥐 네 마리
ko,mouse,yellow,small,plural,3,작은 노란색 쥐 다섯 마리
ko,mouse,yellow,small,plural,4,작은 노란색 쥐 여섯 마리
ko,mouse,yellow,small,plural,5,작은 노란색 쥐 일곱 마리
ko,mouse,yellow,small,plural,6,작은 노란색 쥐 여덟 마리
ko,mouse,yellow,large,nom,,큰 노란색 쥐가
ko,mouse,yellow,large,acc,,큰 노란색 쥐를
ko,mouse,yellow,large,gen,,큰 노란색 쥐의
ko,mouse,yellow,large,plural,0,큰 노란색 쥐 두 마리
ko,mouse,yellow,large,plural,1,큰 노란색 쥐 세 마리
ko,mouse,yellow,large,plural,2,큰 노란색 쥐 네 마리
ko,mouse,yellow,large,plural,3,큰 노란색 쥐 다섯 마리
ko,mouse,yellow,large,plural,4,큰 노란색 쥐 여섯 마리
ko,mouse,yellow,large,plural,5,큰 노란색 쥐 일곱 마리
ko,mouse,yellow,large,plural,6,큰 노란색 쥐 여덟 마리
ko,mouse,yellow,young,nom,,어린 노란색 쥐가
ko,mouse,yellow,young,acc,,어린 노란색 쥐를
ko,mouse,yellow,young,gen,,어린 노란색 쥐의
ko,mouse,yellow,young,plural,0,어린 노란색 쥐 두 마리
ko,mouse,yellow,young,plural,1,어린 노란색 쥐 세 마리
ko,mouse,yellow,young,plural,2,어린 노란색 쥐 네 마리
ko,mouse,yellow,young,plural,3,어린 노란색 쥐 다섯 마리
ko,mouse,yellow,young,plural,4,어린 노란색 쥐 여섯 마리
ko,mouse,yellow,young,plural,5,어린 노란색 쥐 일곱 마리
ko,mouse,yellow,young,plural,6,어린 노란색 쥐 여덟 마리
ko,mouse,yellow,old,nom,,늙은 노란색 쥐가
ko,mouse,yellow,old,acc,,늙은 노란색 쥐를
ko,mouse,yellow,old,gen,,늙은 노란색 쥐의
ko,mouse,yellow,old,plural,0,늙은 노란색 쥐 두 마리
ko,mouse,yellow,old,plural,1,늙은 노란색 쥐 세 마리
ko,mouse,yellow,old,plural,2,늙은 노란색 쥐 네 마리
ko,mouse,yellow,old,plural,3,늙은 노란색 쥐 다섯 마리
ko,mouse,yellow,old,plural,4,늙은 노란색 쥐 여섯 마리
ko,mouse,yellow,old,plural,5,늙은 노란색 쥐 일곱 마리
ko,mouse,yellow,old,plural,6,늙은 노란색 쥐 여덟 마리
ko,mouse,black,small,nom,,작은 검은색 쥐가
ko,mouse,black,small,acc,,작은 검은색 쥐를
ko,mouse,black,small,gen,,작은 검은색 쥐의
ko,mouse,black,small,plural,0,작은 검은색 쥐 두 마리
ko,mouse,black,small,plural,1,작은 검은색 쥐 세 마리
ko,mouse,black,small,plural,2,작은 검은색 쥐 네 마리
ko,mouse,black,small,plural,3,작은 검은색 쥐 다섯 마리
ko,mouse,black,small,plural,4,작은 검은색 쥐 여섯 마리
ko,mouse,black,small,plural,5,작은 검은색 쥐 일곱 마리
ko,mouse,black,small,plural,6,작은 검은색 쥐 여덟 마리
ko,mouse,black,large,nom,,큰 검은색 쥐가
ko,mouse,black,large,acc,,큰 검은색 쥐를
ko,mouse,black,large,gen,,큰 검은색 쥐의
ko,mouse,black,large,plural,0,큰 검은색 쥐 두 마리
ko,mouse,black,large,plural,1,큰 검은색 쥐 세 마리
ko,mouse,black,large,plural,2,큰 검은색 쥐 네 마리
ko,mouse,black,large,plural,3,큰 검은색 쥐 다섯 마리
ko,mouse,black,large,plural,4,큰 검은색 쥐 여섯 마리
ko,mouse,black,large,plural,5,큰 검은색 쥐 일곱 마리
ko,mouse,black,large,plural,6,큰 검은색 쥐 여덟 마리
ko,mouse,black,young,nom,,어린 검은색 쥐가
ko,mouse,black,young,acc,,어린 검은색 쥐를
ko,mouse,black,young,gen,,어린 검은색 쥐의
ko,mouse,black,young,plural,0,어린 검은색 쥐 두 마리
ko,mouse,black,young,plural,1,어린 검은색 쥐 세 마리
ko,mouse,black,young,plural,2,어린 검은색 쥐 네 마리
ko,mouse,black,young,plural,3,어린 검은색 쥐 다섯 마리
ko,mouse,black,young,plural,4,어린 검은색 쥐 여섯 마리
ko,mouse,black,young,plural,5,어린 검은색 쥐 일곱 마리
ko,mouse,black,young,plural,6,어린 검은색 쥐 여덟 마리
ko,mouse,black,old,nom,,늙은 검은색 쥐가
ko,mouse,black,old,acc,,늙은 검은색 쥐를
ko,mouse,black,old,gen,,늙은 검은색 쥐의
ko,mouse,black,old,plural,0,늙은 검은색 쥐 두 마리
ko,mouse,black,old,plural,1,늙은 검은색 쥐 세 마리
ko,mouse,black,old,plural,2,늙은 검은색 쥐 네 마리
ko,mouse,black,old,plural,3,늙은 검은색 쥐 다섯 마리
ko,mouse,black,old,plural,4,늙은 검은색 쥐 여섯 마리
ko,mouse,black,old,plural,5,늙은 검은색 쥐 일곱 마리
ko,mouse,black,old,plural,6,늙은 검은색 쥐 여덟 마리
ko,mouse,white,small,nom,,작은 하얀색 쥐가
ko,mouse,white,small,acc,,작은 하얀색 쥐를
ko,mouse,white,small,gen,,작은 하얀색 쥐의
ko,mouse,white,small,plural,0,작은 하얀색 쥐 두 마리
ko,mouse,white,small,plural,1,작은 하얀색 쥐 세 마리
ko,mouse,white,small,plural,2,작은 하얀색 쥐 네 마리
ko,mouse,white,small,plural,3,작은 하얀색 쥐 다섯 마리
ko,mouse,white,small,plural,4,작은 하얀색 쥐 여섯 마리
ko,mouse,white,small,plural,5,작은 하얀색 쥐 일곱 마리
ko,mouse,white,small,plural,6,작은 하얀색 쥐 여덟 마리
ko,mouse,white,large,nom,,큰 하얀색 쥐가
ko,mouse,white,large,acc,,큰 하얀색 쥐를
ko,mouse,white,large,gen,,큰 하얀색 쥐의
ko,mouse,white,large,plural,0,큰 하얀색 쥐 두 마리
ko,mouse,white,large,plural,1,큰 하얀색 쥐 세 마리
ko,mouse,white,large,plural,2,큰 하얀색 쥐 네 마리
ko,mouse,white,large,plural,3,큰 하얀색 쥐 다섯 마리
ko,mouse,white,large,plural,4,큰 하얀색 쥐 여섯 마리
ko,mouse,white,large,plural,5,큰 하얀색 쥐 일곱 마리
ko,mouse,white,large,plural,6,큰 하얀색 쥐 여덟 마리
ko,mouse,white,young,nom,,어린 하얀색 쥐가
ko,mouse,white,young,acc,,어린 하얀색 쥐를
ko,mouse,white,young,gen,,어린 하얀색 쥐의
ko,mouse,white,young,plural,0,어린 하얀색 쥐 두 마리
ko,mouse,white,young,plural,1,어린 하얀색 쥐 세 마리
ko,mouse,white,young,plural,2,어린 하얀색 쥐 네 마리
ko,mouse,white,young,plural,3,어린 하얀색 쥐 다섯 마리
ko,mouse,white,young,plural,4,어린 하얀색 쥐 여섯 마리
ko,mouse,white,young,plural,5,어린 하얀색 쥐 일곱 마리
ko,mouse,white,young,plural,6,어린 하얀색 쥐 여덟 마리
ko,mouse,white,old,nom,,늙은 하얀색 쥐가
ko,mouse,white,old,acc,,늙은 하얀색 쥐를
ko,mouse,white,old,gen,,늙은 하얀색 쥐의
ko,mouse,white,old,plural,0,늙은 하얀색 쥐 두 마리
ko,mouse,white,old,plural,1,늙은 하얀색 쥐 세 마리
ko,mouse,white,old,plural,2,늙은 하얀색 쥐 네 마리
ko,mouse,white,old,plural,3,늙은 하얀색 쥐 다섯 마리
ko,mouse,white,old,plural,4,늙은 하얀색 쥐 여섯 마리
ko,mouse,white,old,plural,5,늙은 하얀색 쥐 일곱 마리
ko,mouse,white,old,plural,6,늙은 하얀색 쥐 여덟 마리
ko,cow,red,small,nom,,작은 빨간색 소가
ko,cow,red,small,acc,,작은 빨간색 소를
ko,cow,red,small,gen,,작은 빨간색 소의
ko,cow,red,small,plural,0,작은 빨간색 소 두 마리
ko,cow,red,small,plural,1,작은 빨간색 소 세 마리
ko,cow,red,small,plural,2,작은 빨간색 소 네 마리
ko,cow,red,small,plural,3,작은 빨간색 소 다섯 마리
ko,cow,red,small,plural,4,작은 빨간색 소 여섯 마리
ko,cow,red,small,plural,5,작은 빨간색 소 일곱 마리
ko,cow,red,small,plural,6,작은 빨간색 소 여덟 마리
ko,cow,red,large,nom,,큰 빨간색 소가
ko,cow,red,large,acc,,큰 빨간색 소를
ko,cow,red,large,gen,,큰 빨간색 소의
ko,cow,red,large,plural,0,큰 빨간색 소 두 마리
ko,cow,red,large,plural,1,큰 빨간색 소 세 마리
ko,cow,red,large,plural,2,큰 빨간색 소 네 마리
ko,cow,red,large,plural,3,큰 빨간색 소 다섯 마리
ko,cow,red,large,plural,4,큰 빨간색 소 여섯 마리
ko,cow,red,large,plural,5,큰 빨간색 소 일곱 마리
ko,cow,red,large,plural,6,큰 빨간색 소 여덟 마리
ko,cow,red,young,nom,,어린 빨간색 소가
ko,cow,red,young,acc,,어린 빨간색 소를
ko,cow,red,young,gen,,어린 빨간색 소의
ko,cow,red,young,plural,0,어린 빨간색 소 두 마리
ko,cow,red,young,plural,1,어린 빨간색 소 세 마리
ko,cow,red,young,plural,2,어린 빨간색 소 네 마리
ko,cow,red,young,plural,3,어린 빨간색 소 다섯 마리
ko,cow,red,young,plural,4,어린 빨간색 소 여섯 마리
ko,cow,red,young,plural,5,어린 빨간색 소 일곱 마리
ko,cow,red,young,plural,6,어린 빨간색 소 여덟 마리
ko,cow,red,old,nom,,늙은 빨간색 소가
ko,cow,red,old,acc,,늙은 빨간색 소를
ko,cow,red,old,gen,,늙은 빨간색 소의
ko,cow,red,old,plural,0,늙은 빨간색 소 두 마리
ko,cow,red,old,plural,1,늙은 빨간색 소 세 마리
ko,cow,red,old,plural,2,늙은 빨간색 소 네 마리
ko,cow,red,old,plural,3,늙은 빨간색 소 다섯 마리
ko,cow,red,old,plural,4,늙은 빨간색 소 여섯 마리
ko,cow,red,old,plural,5,늙은 빨간색 소 일곱 마리
ko,cow,red,old,plural,6,늙은 빨간색 소 여덟 마리
ko,cow,blue,small,nom,,작은 파란색 소가
ko,cow,blue,small,acc,,작은 파란색 소를
ko,cow,blue,small,gen,,작은 파란색 소의
ko,cow,blue,small,plural,0,작은 파란색 소 두 마리
ko,cow,blue,small,plural,1,작은 파란색 소 세 마리
ko,cow,blue,small,plural,2,작은 파란색 소 네 마리
ko,cow,blue,small,plural,3,작은 파란색 소 다섯 마리
ko,cow,blue,small,plural,4,작은 파란색 소 여섯 마리
ko,cow,blue,small,plural,5,작은 파란색 소 일곱 마리
ko,cow,blue,small,plural,6,작은 파란색 소 여덟 마리
ko,cow,blue,large,nom,,큰 파란색 소가
ko,cow,blue,large,acc,,큰 파란색 소를
ko,cow,blue,large,gen,,큰 파란색 소의
ko,cow,blue,large,plural,0,큰 파란색 소 두 마리
ko,cow,blue,large,plural,1,큰 파란색 소 세 마리
ko,cow,blue,large,plural,2,큰 파란색 소 네 마리
ko,cow,blue,large,plural,3,큰 파란색 소 다섯 마리
ko,cow,blue,large,plural,4,큰 파란색 소 여섯 마리
ko,cow,blue,large,plural,5,큰 파란색 소 일곱 마리
ko,cow,blue,large,plural,6,큰 파란색 소 여덟 마리
ko,cow,blue,young,nom,,어린 파란색 소가
ko,cow,blue,young,acc,,어린 파란색 소를
ko,cow,blue,young,gen,,어린 파란색 소의
ko,cow,blue,young,plural,0,어린 파란색 소 두 마리
ko,cow,blue,young,plural,1,어린 파란색 소 세 마리
ko,cow,blue,young,plural,2,어린 파란색 소 네 마리
ko,cow,blue,young,plural,3,어린 파란색 소 다섯 마리
ko,cow,blue,young,plural,4,어린 파란색 소 여섯 마리
ko,cow,blue,young,plural,5,어린 파란색 소 일곱 마리
ko,cow,blue,young,plural,6,어린 파란색 소 여덟 마리
ko,cow,blue,old,nom,,늙은 파란색 소가
ko,cow,blue,old,acc,,늙은 파란색 소를
ko,cow,blue,old,gen,,늙은 파란색 소의
ko,cow,blue,old,plural,0,늙은 파란색 소 두 마리
ko,cow,blue,old,plural,1,늙은 파란색 소 세 마리
ko,cow,blue,old,plural,2,늙은 파란색 소 네 마리
ko,cow,blue,old,plural,3,늙은 파란색 소 다섯 마리
ko,cow,blue,old,plural,4,늙은 파란색 소 여섯 마리
ko,cow,blue,old,plural,5,늙은 파란색 소 일곱 마리
ko,cow,blue,old,plural,6,늙은 파란색 소 여덟 마리
ko,cow,green,small,nom,,작은 초록색 소가
ko,cow,green,small,acc,,작은 초록색 소를
ko,cow,green,small,gen,,작은 초록색 소의
ko,cow,green,small,plural,0,작은 초록색 소 두 마리
ko,cow,green,small,plural,1,작은 초록색 소 세 마리
ko,cow,green,small,plural,2,작은 초록색 소 네 마리
ko,cow,green,small,plural,3,작은 초록색 소 다섯 마리
ko,cow,green,small,plural,4,작은 초록색 소 여섯 마리
ko,cow,green,small,plural,5,작은 초록색 소 일곱 마리
ko,cow,green,small,plural,6,작은 초록색 소 여덟 마리
ko,cow,green,large,nom,,큰 초록색 소가
ko,cow,green,large,acc,,큰 초록색 소를
ko,cow,green,large,gen,,큰 초록색 소의
ko,cow,green,large,plural,0,큰 초록색 소 두 마리
ko,cow,green,large,plural,1,큰 초록색 소 세 마리
ko,cow,green,large,plural,2,큰 초록색 소 네 마리
ko,cow,green,large,plural,3,큰 초록색 소 다섯 마리
ko,cow,green,large,plural,4,큰 초록색 소 여섯 마리
ko,cow,green,large,plural,5,큰 초록색 소 일곱 마리
ko,cow,green,large,plural,6,큰 초록색 소 여덟 마리
ko,cow,green,young,nom,,어린 초록색 소가
ko,cow,green,young,acc,,어린 초록색 소를
ko,cow,green,young,gen,,어린 초록색 소의
ko,cow,green,young,plural,0,어린 초록색 소 두 마리
ko,cow,green,young,plural,1,어린 초록색 소 세 마리
ko,cow,green,young,plural,2,어린 초록색 소 네 마리
ko,cow,green,young,plural,3,어린 초록색 소 다섯 마리
ko,cow,green,young,plural,4,어린 초록색 소 여섯 마리
ko,cow,green,young,plural,5,어린 초록색 소 일곱 마리
ko,cow,green,young,plural,6,어린 초록색 소 여덟 마리
ko,cow,green,old,nom,,늙은 초록색 소가
ko,cow,green,old,acc,,늙은 초록색 소를
ko,cow,green,old,gen,,늙은 초록색 소의
ko,cow,green,old,plural,0,늙은 초록색 소 두 마리
ko,cow,green,old,plural,1,늙은 초록색 소 세 마리
ko,cow,green,old,plural,2,늙은 초록색 소 네 마리
ko,cow,green,old,plural,3,늙은 초록색 소 다섯 마리
ko,cow,green,old,plural,4,늙은 초록색 소 여섯 마리
ko,cow,green,old,plural,5,늙은 초록색 소 일곱 마리
ko,cow,green,old,plural,6,늙은 초록색 소 여덟 마리
ko,cow,yellow,small,nom,,작은 노란색 소가
ko,cow,yellow,small,acc,,작은 노란색 소를
ko,cow,yellow,small,gen,,작은 노란색 소의
ko,cow,yellow,small,plural,0,작은 노란색 소 두 마리
ko,cow,yellow,small,plural,1,작은 노란색 소 세 마리
ko,cow,yellow,small,plural,2,작은 노란색 소 네 마리
ko,cow,yellow,small,plural,3,작은 노란색 소 다섯 마리
ko,cow,yellow,small,plural,4,작은 노란색 소 여섯 마리
ko,cow,yellow,small,plural,5,작은 노란색 소 일곱 마리
ko,cow,yellow,small,plural,6,작은 노란색 소 여덟 마리
ko,cow,yellow,large,nom,,큰 노란색 소가
ko,cow,yellow,large,acc,,큰 노란색 소를
ko,cow,yellow,large,gen,,큰 노란색 소의
ko,cow,yellow,large,plural,0,큰 노란색 소 두 마리
ko,cow,yellow,large,plural,1,큰 노란색 소 세 마리
ko,cow,yellow,large,plural,2,큰 노란색 소 네 마리
ko,cow,yellow,large,plural,3,큰 노란색 소 다섯 마리
ko,cow,yellow,large,plural,4,큰 노란색 소 여섯 마리
ko,cow,yellow,large,plural,5,큰 노란색 소 일곱 마리
ko,cow,yellow,large,plural,6,큰 노란색 소 여덟 마리
ko,cow,yellow,young,nom,,어린 노란색 소가
ko,cow,yellow,young,acc,,어린 노란색 소를
ko,cow,yellow,young,gen,,어린 노란색 소의
ko,cow,yellow,young,plural,0,어린 노란색 소 두 마리
ko,cow,yellow,young,plural,1,어린 노란색 소 세 마리
ko,cow,yellow,young,plural,2,어린 노란색 소 네 마리
ko,cow,yellow,young,plural,3,어린 노란색 소 다섯 마리
ko,cow,yellow,young,plural,4,어린 노란색 소 여섯 마리
ko,cow,yellow,young,plural,5,어린 노란색 소 일곱 마리
ko,cow,yellow,young,plural,6,어린 노란색 소 여덟 마리
ko,cow,yellow,old,nom,,늙은 노란색 소가
ko,cow,yellow,old,acc,,늙은 노란색 소를
ko,cow,yellow,old,gen,,늙은 노란색 소의
ko,cow,yellow,old,plural,0,늙은 노란색 소 두 마리
ko,cow,yellow,old,plural,1,늙은 노란색 소 세 마리
